order_id,order_date,customer_id,state,category,sub_category,product_id,price_per_unit,quantity,sale,seller_id
2385,2/23/2021,CS225,Haryana,Furniture,Furnishings,P340,48.52,2,97.04,6
2386,1/30/2022,CS236,Odisha,Office Supplies,Storage,P510,72.78,1,72.78,10
2387,7/3/2020,CS229,Sikkim,Furniture,Chairs,P1284,204.21,2,408.42,4
2388,9/27/2023,CS124,Uttarakhand,Furniture,Chairs,P1048,21.31,3,63.94,6
2389,8/30/2022,CS121,Kerala,Office Supplies,Art,P138,19.84,3,59.52,4
2390,1/9/2024,CS172,Telangana,Technology,Phones,P1333,103.99,3,311.98,10
2391,4/26/2020,CS181,Telangana,Office Supplies,Binders,P638,16.78,3,50.35,2
2392,8/3/2021,CS173,Madhya Pradesh,Furniture,Tables,P1092,191.52,1,191.52,7
2393,4/30/2020,CS119,Uttar Pradesh,Office Supplies,Art,P269,2.62,1,2.62,4
2394,1/3/2024,CS189,Assam,Office Supplies,Art,P109,7.58,3,22.74,2
2395,10/13/2023,CS142,Uttar Pradesh,Furniture,Chairs,P1334,422.51,3,1267.53,6
2396,6/27/2023,CS202,Himachal Pradesh,Technology,Machines,P1335,172.49,8,1379.92,5
2397,2/18/2021,CS102,Haryana,Office Supplies,Appliances,P189,8.71,5,43.56,8
2398,8/13/2023,CS221,Assam,Office Supplies,Supplies,P818,2.92,2,5.84,9
2399,6/3/2023,CS210,Haryana,Office Supplies,Appliances,P367,2.88,3,8.65,10
2400,5/15/2021,CS170,Meghalaya,Office Supplies,Storage,P777,7.94,3,23.83,10
2401,12/20/2020,CS130,Arunachal Pradesh,Office Supplies,Binders,P186,3.05,4,12.18,1
2402,1/10/2023,CS160,Haryana,Office Supplies,Appliances,P1336,186.73,1,186.73,10
2403,5/17/2021,CS198,Odisha,Office Supplies,Binders,P1031,1270.99,3,3812.97,1
2404,9/10/2023,CS173,Meghalaya,Office Supplies,Paper,P405,3.99,2,7.97,3
2405,8/11/2023,CS186,Karnataka,Furniture,Chairs,P95,42.62,5,213.12,6
2406,8/19/2020,CS177,Bihar,Technology,Phones,P687,204.59,5,1022.97,8
2407,4/4/2020,CS197,Chhattisgarh,Office Supplies,Art,P620,11.55,3,34.65,5
2408,2/8/2024,CS104,Mizoram,Technology,Phones,P1298,3.96,5,19.8,2
2409,2/6/2020,CS112,Manipur,Furniture,Furnishings,P1085,6.28,5,31.4,7
2410,1/12/2024,CS117,Odisha,Furniture,Furnishings,P1337,9.48,1,9.48,8
2411,5/6/2021,CS175,Himachal Pradesh,Technology,Phones,P1338,20.95,10,209.5,3
2412,2/9/2024,CS133,Sikkim,Furniture,Furnishings,P1339,4.86,5,24.3,7
2413,1/8/2021,CS155,Arunachal Pradesh,Office Supplies,Paper,P382,6.48,1,6.48,7
2414,12/24/2021,CS103,Bihar,Technology,Phones,P1340,29.58,3,88.75,1
2415,6/12/2022,CS133,Meghalaya,Furniture,Furnishings,P35,21.18,3,63.55,7
2416,11/4/2022,CS224,Andhra Pradesh,Office Supplies,Supplies,P1341,13.79,3,41.38,7
2417,2/10/2024,CS170,Bihar,Office Supplies,Art,P1342,28.78,6,172.7,8
2418,12/18/2023,CS145,Assam,Office Supplies,Binders,P186,12.18,1,12.18,4
2419,5/9/2023,CS101,Goa,Office Supplies,Storage,P305,12.44,3,37.32,1
2420,5/25/2020,CS170,Gujarat,Office Supplies,Supplies,P1343,17.53,2,35.06,6
2421,12/26/2023,CS194,Arunachal Pradesh,Office Supplies,Labels,P199,2.95,3,8.86,1
2422,11/20/2020,CS166,Rajasthan,Technology,Phones,P988,52.79,3,158.38,1
2423,2/21/2020,CS131,Haryana,Furniture,Furnishings,P98,110.98,6,665.88,5
2424,2/17/2021,CS232,Chhattisgarh,Office Supplies,Art,P1344,29.95,2,59.9,3
2425,1/7/2020,CS129,Gujarat,Office Supplies,Appliances,P1345,11.85,2,23.7,6
2426,12/25/2020,CS112,Arunachal Pradesh,Office Supplies,Paper,P603,3.99,2,7.97,8
2427,8/18/2023,CS231,Telangana,Office Supplies,Appliances,P653,2.6,7,18.2,6
2428,7/4/2023,CS210,Mizoram,Technology,Accessories,P814,9.18,3,27.55,9
2429,8/13/2022,CS145,Manipur,Furniture,Chairs,P250,140.69,6,844.12,8
2430,6/15/2023,CS129,Haryana,Office Supplies,Storage,P556,25.58,3,76.75,7
2431,9/20/2021,CS227,Assam,Office Supplies,Art,P422,2.94,3,8.82,7
2432,6/25/2020,CS236,Assam,Office Supplies,Binders,P1346,31.25,2,62.5,6
2433,8/4/2022,CS117,Goa,Technology,Accessories,P712,84.99,4,339.96,3
2434,11/10/2022,CS159,Odisha,Office Supplies,Binders,P37,24.79,2,49.57,8
2435,9/27/2020,CS192,Punjab,Office Supplies,Binders,P873,4.62,3,13.85,3
2436,8/14/2021,CS155,Kerala,Furniture,Furnishings,P1347,13.4,2,26.8,6
2437,3/30/2021,CS238,Uttarakhand,Furniture,Furnishings,P627,3.18,7,22.29,8
2438,11/29/2021,CS192,Telangana,Technology,Phones,P1348,135.19,7,946.34,5
2439,12/19/2023,CS111,Himachal Pradesh,Office Supplies,Art,P374,17.99,7,125.93,1
2440,6/28/2020,CS159,Sikkim,Furniture,Tables,P1349,122.01,2,244.01,1
2441,2/20/2023,CS194,Meghalaya,Office Supplies,Paper,P158,3.99,4,15.94,6
2442,7/19/2021,CS163,West Bengal,Office Supplies,Paper,P498,22.84,2,45.68,9
2443,11/7/2020,CS233,Assam,Furniture,Furnishings,P366,1.39,6,8.35,8
2444,1/30/2023,CS152,Kerala,Office Supplies,Art,P270,2.63,2,5.25,3
2445,11/25/2023,CS197,Jharkhand,Office Supplies,Binders,P373,21.99,2,43.98,9
2446,1/21/2024,CS198,Himachal Pradesh,Technology,Phones,P432,125.99,3,377.97,6
2447,8/4/2023,CS135,Bihar,Furniture,Furnishings,P393,41.32,3,123.96,2
2448,10/25/2020,CS196,Arunachal Pradesh,Office Supplies,Paper,P1012,18.97,2,37.94,5
2449,11/14/2022,CS111,Nagaland,Furniture,Furnishings,P35,26.48,3,79.44,6
2450,6/20/2022,CS176,Assam,Office Supplies,Supplies,P105,119.31,3,357.93,9
2451,2/24/2021,CS136,Madhya Pradesh,Furniture,Chairs,P479,63.88,2,127.76,3
2452,6/29/2021,CS184,Goa,Technology,Copiers,P674,399.99,7,2799.94,10
2453,4/26/2020,CS236,Himachal Pradesh,Office Supplies,Paper,P114,6.48,3,19.44,6
2454,8/4/2023,CS222,Bihar,Office Supplies,Binders,P1000,16.27,3,48.81,10
2455,11/10/2022,CS122,Goa,Office Supplies,Appliances,P1350,14.19,5,70.97,10
2456,12/7/2020,CS188,Haryana,Office Supplies,Art,P667,18.39,2,36.78,1
2457,12/1/2021,CS238,West Bengal,Technology,Accessories,P775,11.67,4,46.69,3
2458,9/25/2021,CS170,Kerala,Furniture,Chairs,P1351,27.42,7,191.97,2
2459,1/6/2022,CS181,Sikkim,Office Supplies,Paper,P1352,4.28,3,12.84,4
2460,1/20/2022,CS170,Punjab,Office Supplies,Paper,P1353,4.28,6,25.68,9
2461,4/13/2023,CS109,Goa,Technology,Phones,P432,100.79,2,201.58,10
2462,4/25/2022,CS190,Odisha,Office Supplies,Storage,P738,12.21,3,36.63,2
2463,6/11/2022,CS114,Tamil Nadu,Office Supplies,Binders,P757,4.86,3,14.59,6
2464,3/24/2020,CS133,Uttarakhand,Furniture,Furnishings,P1032,5.49,4,21.97,5
2465,11/15/2023,CS179,Telangana,Technology,Phones,P968,103.19,6,619.15,1
2466,11/6/2021,CS227,Nagaland,Office Supplies,Paper,P1132,18.27,7,127.9,1
2467,6/30/2020,CS236,Karnataka,Technology,Phones,P1009,111.19,2,222.38,6
2468,10/12/2020,CS158,Rajasthan,Office Supplies,Fasteners,P791,4,4,16,9
2469,5/31/2022,CS150,Bihar,Office Supplies,Art,P1193,24.78,8,198.27,2
2470,4/29/2021,CS137,Rajasthan,Office Supplies,Labels,P237,11.84,4,47.36,2
2471,9/27/2022,CS222,Sikkim,Office Supplies,Envelopes,P1354,28.71,7,200.98,1
2472,12/11/2023,CS234,Arunachal Pradesh,Office Supplies,Labels,P957,24.43,4,97.7,3
2473,8/3/2020,CS216,Manipur,Office Supplies,Art,P1355,2.7,1,2.7,9
2474,3/4/2020,CS133,Manipur,Office Supplies,Binders,P37,9.3,2,18.59,7
2475,8/19/2020,CS106,Odisha,Office Supplies,Binders,P602,1.63,3,4.9,10
2476,10/7/2021,CS230,Andhra Pradesh,Office Supplies,Storage,P480,279.48,4,1117.92,8
2477,10/4/2023,CS157,West Bengal,Furniture,Bookcases,P1050,101.99,5,509.96,10
2478,9/17/2020,CS129,Rajasthan,Furniture,Furnishings,P676,40.97,3,122.91,7
2479,4/17/2021,CS169,Tamil Nadu,Furniture,Chairs,P708,48.79,2,97.57,2
2480,5/3/2023,CS208,Haryana,Furniture,Chairs,P150,240.78,3,722.35,2
2481,5/13/2020,CS202,Jharkhand,Office Supplies,Envelopes,P1356,5.98,3,17.94,2
2482,7/2/2022,CS219,Uttar Pradesh,Office Supplies,Storage,P100,25.99,2,51.97,2
2483,8/1/2022,CS127,Madhya Pradesh,Technology,Accessories,P1301,63.99,4,255.97,2
2484,8/27/2023,CS122,West Bengal,Office Supplies,Binders,P1357,6.66,5,33.28,2
2485,11/6/2021,CS127,Sikkim,Office Supplies,Paper,P1358,4.7,3,14.09,2
2486,7/2/2020,CS128,Nagaland,Office Supplies,Labels,P1359,3.15,10,31.5,2
2487,9/11/2022,CS166,Himachal Pradesh,Office Supplies,Supplies,P931,13.9,4,55.6,2
2488,2/21/2023,CS124,Andhra Pradesh,Office Supplies,Paper,P851,5.43,2,10.86,2
2489,3/3/2021,CS145,Himachal Pradesh,Furniture,Furnishings,P194,40.79,4,163.14,2
2490,2/23/2023,CS126,Rajasthan,Office Supplies,Binders,P106,1.6,4,6.41,2
2491,10/2/2021,CS227,Rajasthan,Office Supplies,Appliances,P858,2.6,8,20.77,2
2492,6/6/2020,CS178,Tripura,Office Supplies,Binders,P251,6.75,4,26.98,2
2493,9/19/2020,CS152,Rajasthan,Office Supplies,Binders,P210,12.3,2,24.59,2
2494,1/15/2024,CS190,Karnataka,Office Supplies,Labels,P219,4.13,2,8.26,2
2495,6/3/2020,CS136,Karnataka,Technology,Machines,P1360,424.76,7,2973.32,2
2496,9/25/2020,CS159,Tamil Nadu,Office Supplies,Storage,P789,14.97,7,104.79,2
2497,5/14/2021,CS157,Mizoram,Technology,Phones,P87,129.29,6,775.73,2
2498,4/4/2023,CS174,Tamil Nadu,Office Supplies,Envelopes,P324,62.23,3,186.69,2
2499,4/17/2021,CS133,Telangana,Office Supplies,Binders,P998,2.74,7,19.19,2
2500,11/3/2023,CS190,Tamil Nadu,Office Supplies,Appliances,P673,30.45,4,121.79,2
2501,9/9/2023,CS145,Odisha,Office Supplies,Storage,P1188,17.15,3,51.45,2
2502,11/24/2021,CS210,Himachal Pradesh,Office Supplies,Appliances,P428,170.1,5,850.5,2
2503,6/11/2020,CS165,Tamil Nadu,Furniture,Furnishings,P599,8.37,9,75.33,2
2504,1/21/2024,CS183,Chhattisgarh,Furniture,Chairs,P562,86.09,7,602.65,2
2505,2/7/2023,CS183,Karnataka,Office Supplies,Binders,P406,1.28,6,7.66,2
2506,2/11/2023,CS118,Tripura,Office Supplies,Appliances,P1306,65.06,13,845.73,2
2507,12/19/2023,CS201,Madhya Pradesh,Furniture,Furnishings,P56,4.91,3,14.73,2
2508,7/4/2021,CS110,Manipur,Office Supplies,Art,P761,7.08,3,21.24,2
2509,11/24/2023,CS173,Himachal Pradesh,Office Supplies,Binders,P714,63.98,2,127.96,2
2510,3/13/2021,CS191,Himachal Pradesh,Technology,Phones,P1158,116.76,4,467.04,2
2511,10/20/2022,CS208,Uttarakhand,Office Supplies,Supplies,P1361,11.19,2,22.37,2
2512,8/27/2020,CS125,Manipur,Office Supplies,Paper,P742,4.62,7,32.37,2
2513,2/14/2021,CS106,Uttarakhand,Technology,Accessories,P1362,103.99,2,207.98,2
2514,9/14/2020,CS103,Nagaland,Office Supplies,Paper,P1227,18.27,1,18.27,2
2515,7/23/2021,CS160,Rajasthan,Office Supplies,Paper,P1363,38.43,4,153.73,2
2516,8/13/2020,CS128,Chhattisgarh,Office Supplies,Envelopes,P465,6.11,2,12.22,2
2517,1/31/2023,CS214,Nagaland,Technology,Accessories,P34,23.99,7,167.94,2
2518,2/19/2023,CS110,Manipur,Furniture,Furnishings,P1116,20.24,1,20.24,2
2519,10/16/2022,CS172,Madhya Pradesh,Furniture,Chairs,P121,105.69,1,105.69,2
2520,10/6/2021,CS132,Maharashtra,Technology,Machines,P767,199.77,2,399.54,2
2521,10/7/2022,CS109,Bihar,Furniture,Chairs,P1005,20.99,5,104.93,2
2522,9/26/2021,CS141,Uttarakhand,Office Supplies,Art,P1364,2.21,3,6.63,2
2523,5/27/2020,CS137,Punjab,Office Supplies,Art,P841,15.94,3,47.82,2
2524,2/25/2021,CS121,Kerala,Office Supplies,Labels,P686,2.61,5,13.05,2
2525,11/20/2021,CS143,Uttarakhand,Technology,Phones,P528,45.99,1,45.99,2
2526,10/4/2023,CS101,Goa,Office Supplies,Storage,P169,178.47,3,535.41,2
2527,12/5/2022,CS183,Manipur,Office Supplies,Binders,P52,3.05,2,6.1,2
2528,7/7/2020,CS156,Karnataka,Office Supplies,Paper,P1365,6.48,7,45.36,2
2529,11/7/2022,CS138,Maharashtra,Office Supplies,Storage,P91,16.24,1,16.24,2
2530,10/31/2022,CS185,Goa,Office Supplies,Storage,P1035,15.51,5,77.55,2
2531,5/16/2022,CS218,Kerala,Office Supplies,Paper,P1366,6.48,5,32.4,2
2532,7/20/2023,CS133,Arunachal Pradesh,Office Supplies,Storage,P1127,180.19,3,540.57,2
2533,5/23/2022,CS119,Maharashtra,Office Supplies,Binders,P517,33.55,5,167.76,2
2534,2/15/2024,CS220,West Bengal,Furniture,Furnishings,P1367,10.39,4,41.57,2
2535,8/22/2020,CS181,Nagaland,Furniture,Chairs,P121,105.69,3,317.06,2
2536,10/9/2022,CS214,Nagaland,Office Supplies,Fasteners,P790,1.61,5,8.04,2
2537,5/16/2020,CS107,Arunachal Pradesh,Office Supplies,Labels,P219,4.13,3,12.39,2
2538,2/18/2020,CS112,Assam,Office Supplies,Paper,P372,28.35,3,85.06,2
2539,7/19/2023,CS218,Bihar,Technology,Phones,P1368,79.99,3,239.97,2
2540,2/27/2020,CS113,Goa,Office Supplies,Appliances,P1369,80.16,2,160.32,2
2541,3/29/2023,CS116,Assam,Technology,Phones,P1263,42.95,3,128.85,2
2542,4/19/2023,CS116,Chhattisgarh,Technology,Accessories,P1208,37.99,4,151.96,2
2543,5/17/2022,CS148,Bihar,Office Supplies,Paper,P1280,8.34,7,58.38,2
2544,7/19/2021,CS185,Tamil Nadu,Office Supplies,Paper,P1273,26.38,4,105.52,2
2545,9/19/2022,CS184,Mizoram,Office Supplies,Storage,P1370,13.48,6,80.88,2
2546,1/5/2022,CS116,West Bengal,Furniture,Furnishings,P458,3.7,6,22.2,2
2547,5/12/2020,CS202,Maharashtra,Furniture,Bookcases,P1371,200.98,7,1406.86,2
2548,5/8/2023,CS158,Punjab,Office Supplies,Labels,P1359,3.15,5,15.75,2
2549,8/9/2023,CS208,Uttarakhand,Office Supplies,Storage,P900,161.55,2,323.1,2
2550,5/19/2021,CS144,Uttarakhand,Furniture,Chairs,P390,320.98,8,2567.84,2
2551,3/11/2023,CS233,Meghalaya,Office Supplies,Art,P345,3.42,3,10.27,2
2552,5/30/2021,CS184,Meghalaya,Office Supplies,Fasteners,P1372,1.26,6,7.56,2
2553,11/24/2022,CS171,West Bengal,Office Supplies,Labels,P199,2.95,2,5.9,2
2554,5/11/2022,CS175,Chhattisgarh,Office Supplies,Paper,P729,24.78,7,173.49,2
2555,3/10/2022,CS211,Madhya Pradesh,Furniture,Furnishings,P1373,25.78,2,51.56,2
2556,6/26/2023,CS173,Andhra Pradesh,Office Supplies,Binders,P57,1.19,3,3.56,2
2557,1/26/2022,CS219,Meghalaya,Office Supplies,Paper,P173,54.96,5,274.8,2
2558,1/23/2022,CS149,Bihar,Office Supplies,Storage,P893,62.18,1,62.18,2
2559,11/19/2020,CS144,Tamil Nadu,Furniture,Furnishings,P67,4.14,2,8.28,2
2560,10/25/2021,CS141,Assam,Office Supplies,Binders,P825,0.72,8,5.73,2
2561,6/23/2022,CS135,Uttarakhand,Office Supplies,Paper,P1374,4.22,10,42.24,2
2562,7/14/2022,CS173,Punjab,Technology,Phones,P861,149.99,2,299.98,2
2563,12/6/2021,CS154,Bihar,Office Supplies,Binders,P146,67.28,6,403.68,2
2564,1/16/2021,CS105,Haryana,Technology,Phones,P1338,20.95,2,41.9,2
2565,10/30/2023,CS115,Meghalaya,Office Supplies,Labels,P1375,4.13,7,28.91,2
2566,4/17/2020,CS227,Maharashtra,Office Supplies,Paper,P904,5.88,2,11.76,2
2567,8/19/2021,CS120,Karnataka,Office Supplies,Labels,P199,3.69,2,7.38,2
2568,2/13/2020,CS112,Punjab,Office Supplies,Art,P203,4.63,2,9.26,2
2569,7/30/2021,CS227,Andhra Pradesh,Office Supplies,Paper,P606,7.61,4,30.44,2
2570,12/1/2022,CS199,Assam,Furniture,Furnishings,P1201,11.76,3,35.28,2
2571,2/3/2021,CS129,Odisha,Technology,Accessories,P302,59.99,2,119.98,2
2572,1/7/2024,CS141,Uttarakhand,Technology,Accessories,P1376,329.99,3,989.97,2
2573,4/29/2023,CS234,Uttar Pradesh,Furniture,Chairs,P613,169.18,9,1522.64,2
2574,6/15/2020,CS170,Arunachal Pradesh,Office Supplies,Paper,P1197,5.28,2,10.56,2
2575,3/9/2021,CS189,Chhattisgarh,Office Supplies,Binders,P25,1.5,5,7.52,2
2576,2/22/2023,CS123,Nagaland,Office Supplies,Binders,P1293,4.58,4,18.31,2
2577,12/9/2021,CS199,Chhattisgarh,Office Supplies,Paper,P572,5.18,5,25.92,2
2578,2/18/2021,CS111,Punjab,Office Supplies,Art,P192,2.67,3,8.02,2
2579,2/1/2024,CS166,Mizoram,Technology,Accessories,P969,0.79,3,2.38,2
2580,8/24/2022,CS207,Goa,Office Supplies,Appliances,P1296,71.57,2,143.13,2
2581,1/9/2023,CS186,Maharashtra,Office Supplies,Paper,P215,24.78,7,173.49,2
2582,1/28/2021,CS216,Arunachal Pradesh,Office Supplies,Storage,P900,129.24,4,516.96,2
2583,11/22/2020,CS149,Meghalaya,Furniture,Furnishings,P1377,24.74,7,173.21,2
2584,8/13/2023,CS188,Goa,Office Supplies,Art,P1260,2.23,2,4.45,2
2585,9/27/2021,CS119,Himachal Pradesh,Office Supplies,Labels,P229,3,3,9,2
2586,6/14/2023,CS176,Telangana,Office Supplies,Paper,P167,4.22,10,42.24,2
2587,9/27/2021,CS110,Manipur,Office Supplies,Binders,P813,9.13,2,18.26,2
2588,11/19/2021,CS161,Telangana,Office Supplies,Binders,P557,37.7,3,113.1,2
2589,1/10/2020,CS198,Nagaland,Office Supplies,Paper,P538,6.48,2,12.96,2
2590,1/14/2022,CS191,West Bengal,Furniture,Furnishings,P260,88.84,4,355.36,2
2591,12/11/2021,CS162,Uttar Pradesh,Technology,Phones,P1378,46.79,3,140.38,2
2592,4/23/2020,CS228,Kerala,Office Supplies,Binders,P443,12.84,5,64.2,2
2593,5/21/2022,CS232,Chhattisgarh,Office Supplies,Binders,P739,12.84,3,38.52,2
2594,3/27/2021,CS171,Tamil Nadu,Technology,Accessories,P1317,14.52,5,72.6,2
2595,7/15/2020,CS233,Bihar,Technology,Accessories,P908,8.95,6,53.7,2
2596,3/31/2021,CS114,Haryana,Office Supplies,Binders,P731,5.18,7,36.26,2
2597,7/30/2023,CS218,Meghalaya,Office Supplies,Art,P1025,28.15,2,56.3,2
2598,1/18/2022,CS131,Uttar Pradesh,Office Supplies,Paper,P1379,6.48,5,32.4,2
2599,6/30/2020,CS128,Haryana,Furniture,Furnishings,P637,14.58,2,29.16,2
2600,10/2/2022,CS225,Arunachal Pradesh,Furniture,Chairs,P630,224.78,5,1123.92,2
2601,1/12/2023,CS213,Karnataka,Technology,Phones,P1380,124.79,2,249.58,2
2602,2/9/2021,CS203,Haryana,Furniture,Furnishings,P815,16.22,3,48.67,2
2603,4/25/2020,CS168,Manipur,Office Supplies,Art,P795,30.39,2,60.77,2
2604,4/17/2022,CS119,Maharashtra,Office Supplies,Binders,P82,15.72,5,78.6,2
2605,11/8/2023,CS221,West Bengal,Office Supplies,Binders,P899,1.89,2,3.77,2
2606,11/9/2022,CS110,Tripura,Office Supplies,Storage,P1381,518.31,2,1036.62,2
2607,2/17/2023,CS170,Meghalaya,Office Supplies,Storage,P924,140.95,4,563.81,2
2608,11/30/2021,CS138,Nagaland,Office Supplies,Paper,P1258,5.19,4,20.74,2
2609,5/27/2021,CS110,Odisha,Furniture,Furnishings,P644,21.65,2,43.3,2
2610,12/20/2020,CS102,Haryana,Office Supplies,Storage,P566,5.98,5,29.9,2
2611,1/15/2023,CS168,Andhra Pradesh,Technology,Phones,P1214,27.99,2,55.98,2
2612,3/18/2022,CS140,Bihar,Office Supplies,Storage,P513,12.28,2,24.56,2
2613,2/26/2022,CS218,Himachal Pradesh,Office Supplies,Binders,P1293,12.21,3,36.62,2
2614,11/13/2021,CS204,Madhya Pradesh,Office Supplies,Art,P1164,4.13,6,24.78,2
2615,7/19/2022,CS156,Uttar Pradesh,Office Supplies,Binders,P406,6.38,3,19.14,2
2616,9/28/2023,CS133,Tripura,Technology,Copiers,P360,299.99,3,899.97,2
2617,2/10/2024,CS178,Arunachal Pradesh,Office Supplies,Paper,P114,6.48,5,32.4,2
2618,2/16/2023,CS139,Goa,Office Supplies,Binders,P334,4.13,2,8.26,2
2619,12/9/2020,CS101,Punjab,Office Supplies,Binders,P1172,14.92,2,29.84,2
2620,8/13/2021,CS119,Uttarakhand,Technology,Accessories,P1382,33.99,2,67.98,2
2621,1/7/2021,CS158,Sikkim,Office Supplies,Paper,P1383,6.48,1,6.48,2
2622,1/26/2022,CS199,Karnataka,Office Supplies,Art,P807,3.42,1,3.42,2
2623,6/15/2023,CS106,Kerala,Furniture,Furnishings,P1015,8.51,6,51.07,2
2624,10/18/2022,CS167,Chhattisgarh,Office Supplies,Paper,P564,4.79,2,9.57,2
2625,1/29/2024,CS133,Bihar,Office Supplies,Storage,P628,41.19,2,82.37,2
2626,11/29/2020,CS127,Manipur,Furniture,Furnishings,P1191,60.78,6,364.7,2
2627,3/20/2023,CS167,Sikkim,Furniture,Furnishings,P110,10.07,4,40.26,2
2628,9/15/2021,CS223,Uttarakhand,Technology,Accessories,P775,11.67,1,11.67,2
2629,3/11/2020,CS207,Tamil Nadu,Technology,Phones,P68,75.19,3,225.58,2
2630,9/2/2020,CS131,Kerala,Office Supplies,Envelopes,P808,3.11,2,6.21,2
2631,1/29/2023,CS203,Sikkim,Office Supplies,Envelopes,P22,9.58,3,28.75,2
2632,7/13/2020,CS180,Goa,Office Supplies,Paper,P1384,9.07,3,27.22,2
2633,10/30/2021,CS177,Gujarat,Furniture,Chairs,P1137,98.69,2,197.37,2
2634,4/14/2022,CS201,Goa,Office Supplies,Binders,P1031,1016.79,3,3050.38,2
2635,9/18/2021,CS117,Meghalaya,Technology,Phones,P293,66.99,2,133.98,2
2636,10/6/2021,CS150,Tamil Nadu,Office Supplies,Paper,P1385,3.98,3,11.95,2
2637,3/15/2021,CS132,Tripura,Office Supplies,Binders,P1057,0.65,7,4.54,2
2638,5/24/2021,CS177,Bihar,Office Supplies,Binders,P1293,4.58,2,9.16,2
2639,2/1/2021,CS115,West Bengal,Furniture,Furnishings,P1311,15.07,5,75.36,2
2640,6/6/2022,CS237,Andhra Pradesh,Office Supplies,Art,P152,25.99,2,51.98,2
2641,12/29/2021,CS165,Arunachal Pradesh,Office Supplies,Art,P7,3.41,4,13.63,2
2642,7/19/2023,CS206,Tamil Nadu,Office Supplies,Binders,P877,2.04,3,6.13,2
2643,8/16/2021,CS129,Goa,Furniture,Chairs,P250,160.79,4,643.14,2
2644,8/13/2021,CS156,Tamil Nadu,Office Supplies,Paper,P685,5.19,4,20.74,2
2645,1/12/2021,CS237,Kerala,Furniture,Furnishings,P815,20.28,3,60.84,2
2646,8/19/2022,CS152,Meghalaya,Office Supplies,Storage,P1003,225.02,2,450.04,2
2647,2/24/2023,CS199,Uttarakhand,Office Supplies,Binders,P1386,17.3,2,34.6,2
2648,9/28/2020,CS214,Meghalaya,Technology,Phones,P1380,155.99,3,467.97,2
2649,1/1/2020,CS159,Bihar,Office Supplies,Binders,P1387,16.51,2,33.02,2
2650,7/12/2023,CS125,Andhra Pradesh,Furniture,Furnishings,P1388,6.28,2,12.56,2
2651,9/5/2023,CS107,Bihar,Office Supplies,Paper,P1389,6.48,1,6.48,2
2652,9/16/2020,CS184,West Bengal,Office Supplies,Envelopes,P324,62.23,3,186.69,2
2653,10/9/2021,CS218,Chhattisgarh,Office Supplies,Binders,P1058,2.9,2,5.79,2
2654,3/25/2023,CS157,West Bengal,Office Supplies,Storage,P71,45.78,5,228.92,2
2655,8/19/2021,CS109,Jharkhand,Office Supplies,Labels,P1390,2.95,2,5.9,2
2656,1/23/2021,CS168,Himachal Pradesh,Furniture,Furnishings,P986,42.94,6,257.64,2
2657,11/8/2021,CS172,Punjab,Technology,Phones,P433,41.99,3,125.98,2
2658,5/8/2022,CS224,West Bengal,Technology,Phones,P585,17.99,7,125.94,2
2659,1/28/2024,CS177,Jharkhand,Technology,Accessories,P1391,159.99,2,319.98,2
2660,1/25/2021,CS112,Mizoram,Technology,Phones,P241,35.99,3,107.98,2
2661,7/27/2023,CS191,Rajasthan,Office Supplies,Fasteners,P1153,1.24,4,4.96,2
2662,12/31/2020,CS119,Chhattisgarh,Furniture,Tables,P1146,113.78,7,796.43,2
2663,9/12/2020,CS168,Manipur,Office Supplies,Binders,P1392,608.79,2,1217.57,2
2664,5/14/2020,CS138,Manipur,Technology,Phones,P1393,50.39,4,201.57,2
2665,4/21/2020,CS170,Bihar,Technology,Phones,P670,108.79,2,217.58,2
2666,2/26/2020,CS229,Meghalaya,Office Supplies,Fasteners,P1145,1.81,3,5.43,2
2667,11/13/2022,CS145,Andhra Pradesh,Technology,Phones,P785,47.99,3,143.98,2
2668,9/25/2020,CS199,Manipur,Furniture,Furnishings,P1394,9.14,3,27.42,2
2669,4/1/2023,CS113,Haryana,Office Supplies,Binders,P399,165.98,1,165.98,2
2670,9/23/2022,CS133,Tripura,Technology,Accessories,P1395,25,3,75,2
2671,2/21/2023,CS133,Uttar Pradesh,Office Supplies,Paper,P285,5.18,6,31.1,2
2672,9/15/2022,CS193,Himachal Pradesh,Office Supplies,Storage,P1205,39.13,2,78.26,2
2673,2/27/2023,CS238,Himachal Pradesh,Furniture,Furnishings,P676,40.97,5,204.85,2
2674,12/30/2021,CS173,Assam,Office Supplies,Art,P109,10.48,2,20.96,2
2675,10/21/2022,CS164,Manipur,Office Supplies,Binders,P1316,29.58,3,88.75,2
2676,11/15/2021,CS106,Uttar Pradesh,Office Supplies,Storage,P973,101.41,3,304.23,2
2677,11/19/2023,CS120,Odisha,Office Supplies,Paper,P654,15.98,3,47.95,2
2678,2/11/2023,CS118,Jharkhand,Office Supplies,Binders,P1006,0.49,2,0.98,2
2679,10/28/2023,CS202,Himachal Pradesh,Furniture,Furnishings,P62,8.38,9,75.38,2
2680,12/12/2021,CS119,Odisha,Office Supplies,Labels,P350,2.31,2,4.61,2
2681,4/18/2021,CS192,Rajasthan,Technology,Accessories,P1180,20.95,2,41.9,2
2682,5/23/2022,CS152,Haryana,Office Supplies,Binders,P172,35.99,4,143.96,2
